window_id,subject,window_index,nominal_start_s,nominal_end_s,real_start_s,real_end_s,activity_label,sync_devices,devices_present,ecg_lead,ecg_path,acc_chest_path,ppg_wrist_path,chest_motion_mg,chest_motion_std_mg,is_zero_padded,ecg_pad_fraction,acc_chest_pad_fraction,ppg_wrist_pad_fraction
3B8D_w0150,3B8D,150,1533.0,1543.0,1533.0,1543.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0150.npy,acc_chest/3B8D_w0150.npy,ppg_wrist/3B8D_w0150.npy,2.308,6.553,False,0.0,0.0,0.0
3B8D_w0151,3B8D,151,1543.0,1553.0,1543.0,1553.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0151.npy,acc_chest/3B8D_w0151.npy,ppg_wrist/3B8D_w0151.npy,1.337,6.354,False,0.0,0.0,0.0
3B8D_w0152,3B8D,152,1553.0,1563.0,1553.0,1563.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0152.npy,acc_chest/3B8D_w0152.npy,ppg_wrist/3B8D_w0152.npy,1.041,4.028,False,0.0,0.0,0.0
3B8D_w0153,3B8D,153,1563.0,1573.0,1563.0,1573.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0153.npy,acc_chest/3B8D_w0153.npy,ppg_wrist/3B8D_w0153.npy,4.07,11.759,False,0.0,0.0,0.0
3B8D_w0154,3B8D,154,1573.0,1583.0,1573.0,1583.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0154.npy,acc_chest/3B8D_w0154.npy,ppg_wrist/3B8D_w0154.npy,5.492,12.403,False,0.0,0.0,0.0
3B8D_w0155,3B8D,155,1583.0,1593.0,1583.0,1593.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0155.npy,acc_chest/3B8D_w0155.npy,ppg_wrist/3B8D_w0155.npy,5.581,12.325,False,0.0,0.0,0.0
3B8D_w0156,3B8D,156,1593.0,1603.0,1593.0,1603.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0156.npy,acc_chest/3B8D_w0156.npy,ppg_wrist/3B8D_w0156.npy,5.29,11.495,False,0.0,0.0,0.0
3B8D_w0157,3B8D,157,1603.0,1613.0,1603.0,1613.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0157.npy,acc_chest/3B8D_w0157.npy,ppg_wrist/3B8D_w0157.npy,5.308,11.694,False,0.0,0.0,0.0
3B8D_w0158,3B8D,158,1613.0,1623.0,1613.0,1623.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0158.npy,acc_chest/3B8D_w0158.npy,ppg_wrist/3B8D_w0158.npy,5.18,11.18,False,0.0,0.0,0.0
3B8D_w0159,3B8D,159,1623.0,1633.0,1623.0,1633.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0159.npy,acc_chest/3B8D_w0159.npy,ppg_wrist/3B8D_w0159.npy,5.065,11.649,False,0.0,0.0,0.0
3B8D_w0160,3B8D,160,1633.0,1643.0,1633.0,1643.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0160.npy,acc_chest/3B8D_w0160.npy,ppg_wrist/3B8D_w0160.npy,4.916,11.593,False,0.0,0.0,0.0
3B8D_w0161,3B8D,161,1643.0,1653.0,1643.0,1653.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0161.npy,acc_chest/3B8D_w0161.npy,ppg_wrist/3B8D_w0161.npy,4.865,10.99,False,0.0,0.0,0.0
3B8D_w0162,3B8D,162,1653.0,1663.0,1653.0,1663.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0162.npy,acc_chest/3B8D_w0162.npy,ppg_wrist/3B8D_w0162.npy,5.116,11.365,False,0.0,0.0,0.0
3B8D_w0163,3B8D,163,1663.0,1673.0,1663.0,1673.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0163.npy,acc_chest/3B8D_w0163.npy,ppg_wrist/3B8D_w0163.npy,4.9,11.515,False,0.0,0.0,0.0
3B8D_w0164,3B8D,164,1673.0,1683.0,1673.0,1683.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0164.npy,acc_chest/3B8D_w0164.npy,ppg_wrist/3B8D_w0164.npy,4.794,10.753,False,0.0,0.0,0.0
3B8D_w0165,3B8D,165,1683.0,1693.0,1683.0,1693.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0165.npy,acc_chest/3B8D_w0165.npy,ppg_wrist/3B8D_w0165.npy,4.482,10.402,False,0.0,0.0,0.0
3B8D_w0166,3B8D,166,1693.0,1703.0,1693.0,1703.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0166.npy,acc_chest/3B8D_w0166.npy,ppg_wrist/3B8D_w0166.npy,4.766,10.607,False,0.0,0.0,0.0
3B8D_w0167,3B8D,167,1703.0,1713.0,1703.0,1713.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0167.npy,acc_chest/3B8D_w0167.npy,ppg_wrist/3B8D_w0167.npy,4.744,10.991,False,0.0,0.0,0.0
3B8D_w0168,3B8D,168,1713.0,1723.0,1713.0,1723.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0168.npy,acc_chest/3B8D_w0168.npy,ppg_wrist/3B8D_w0168.npy,4.585,10.583,False,0.0,0.0,0.0
3B8D_w0169,3B8D,169,1723.0,1733.0,1723.0,1733.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0169.npy,acc_chest/3B8D_w0169.npy,ppg_wrist/3B8D_w0169.npy,4.609,10.356,False,0.0,0.0,0.0
3B8D_w0170,3B8D,170,1733.0,1743.0,1733.0,1743.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0170.npy,acc_chest/3B8D_w0170.npy,ppg_wrist/3B8D_w0170.npy,4.673,11.318,False,0.0,0.0,0.0
3B8D_w0171,3B8D,171,1743.0,1753.0,1743.0,1753.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0171.npy,acc_chest/3B8D_w0171.npy,ppg_wrist/3B8D_w0171.npy,4.773,12.218,False,0.0,0.0,0.0
3B8D_w0172,3B8D,172,1753.0,1763.0,1753.0,1763.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0172.npy,acc_chest/3B8D_w0172.npy,ppg_wrist/3B8D_w0172.npy,4.417,10.446,False,0.0,0.0,0.0
3B8D_w0173,3B8D,173,1763.0,1773.0,1763.0,1773.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0173.npy,acc_chest/3B8D_w0173.npy,ppg_wrist/3B8D_w0173.npy,4.208,9.896,False,0.0,0.0,0.0
3B8D_w0174,3B8D,174,1773.0,1783.0,1773.0,1783.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0174.npy,acc_chest/3B8D_w0174.npy,ppg_wrist/3B8D_w0174.npy,4.184,9.644,False,0.0,0.0,0.0
3B8D_w0175,3B8D,175,1783.0,1793.0,1783.0,1793.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0175.npy,acc_chest/3B8D_w0175.npy,ppg_wrist/3B8D_w0175.npy,4.646,11.195,False,0.0,0.0,0.0
3B8D_w0176,3B8D,176,1793.0,1803.0,1793.0,1803.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0176.npy,acc_chest/3B8D_w0176.npy,ppg_wrist/3B8D_w0176.npy,4.666,11.285,False,0.0,0.0,0.0
3B8D_w0177,3B8D,177,1803.0,1813.0,1803.0,1813.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0177.npy,acc_chest/3B8D_w0177.npy,ppg_wrist/3B8D_w0177.npy,4.494,10.344,False,0.0,0.0,0.0
3B8D_w0178,3B8D,178,1813.0,1823.0,1813.0,1823.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0178.npy,acc_chest/3B8D_w0178.npy,ppg_wrist/3B8D_w0178.npy,4.573,10.229,False,0.0,0.0,0.0
3B8D_w0179,3B8D,179,1823.0,1833.0,1823.0,1833.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0179.npy,acc_chest/3B8D_w0179.npy,ppg_wrist/3B8D_w0179.npy,4.72,10.45,False,0.0,0.0,0.0
3B8D_w0180,3B8D,180,1833.0,1843.0,1833.0,1843.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0180.npy,acc_chest/3B8D_w0180.npy,ppg_wrist/3B8D_w0180.npy,4.686,10.604,False,0.0,0.0,0.0
3B8D_w0181,3B8D,181,1843.0,1853.0,1843.0,1853.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0181.npy,acc_chest/3B8D_w0181.npy,ppg_wrist/3B8D_w0181.npy,4.703,10.669,False,0.0,0.0,0.0
3B8D_w0182,3B8D,182,1853.0,1863.0,1853.0,1863.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0182.npy,acc_chest/3B8D_w0182.npy,ppg_wrist/3B8D_w0182.npy,4.543,10.418,False,0.0,0.0,0.0
3B8D_w0183,3B8D,183,1863.0,1873.0,1863.0,1873.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0183.npy,acc_chest/3B8D_w0183.npy,ppg_wrist/3B8D_w0183.npy,4.706,10.645,False,0.0,0.0,0.0
3B8D_w0184,3B8D,184,1873.0,1883.0,1873.0,1883.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0184.npy,acc_chest/3B8D_w0184.npy,ppg_wrist/3B8D_w0184.npy,4.443,9.864,False,0.0,0.0,0.0
3B8D_w0185,3B8D,185,1883.0,1893.0,1883.0,1893.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0185.npy,acc_chest/3B8D_w0185.npy,ppg_wrist/3B8D_w0185.npy,3.741,9.184,False,0.0,0.0,0.0
3B8D_w0186,3B8D,186,1893.0,1903.0,1893.0,1903.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0186.npy,acc_chest/3B8D_w0186.npy,ppg_wrist/3B8D_w0186.npy,2.688,6.858,False,0.0,0.0,0.0
3B8D_w0187,3B8D,187,1903.0,1913.0,1903.0,1913.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0187.npy,acc_chest/3B8D_w0187.npy,ppg_wrist/3B8D_w0187.npy,4.705,11.56,False,0.0,0.0,0.0
3B8D_w0188,3B8D,188,1913.0,1923.0,1913.0,1923.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0188.npy,acc_chest/3B8D_w0188.npy,ppg_wrist/3B8D_w0188.npy,4.558,10.225,False,0.0,0.0,0.0
3B8D_w0189,3B8D,189,1923.0,1933.0,1923.0,1933.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0189.npy,acc_chest/3B8D_w0189.npy,ppg_wrist/3B8D_w0189.npy,4.628,10.284,False,0.0,0.0,0.0
3B8D_w0190,3B8D,190,1933.0,1943.0,1933.0,1943.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0190.npy,acc_chest/3B8D_w0190.npy,ppg_wrist/3B8D_w0190.npy,2.853,17.33,False,0.0,0.0,0.0
3B8D_w0191,3B8D,191,1943.0,1953.0,1943.0,1953.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0191.npy,acc_chest/3B8D_w0191.npy,ppg_wrist/3B8D_w0191.npy,0.416,15.486,False,0.0,0.0,0.0
3B8D_w0192,3B8D,192,1953.0,1963.0,1953.0,1963.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0192.npy,acc_chest/3B8D_w0192.npy,ppg_wrist/3B8D_w0192.npy,0.416,15.486,False,0.0,0.0,0.0
3B8D_w0193,3B8D,193,1963.0,1973.0,1963.0,1973.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0193.npy,acc_chest/3B8D_w0193.npy,ppg_wrist/3B8D_w0193.npy,0.416,15.486,False,0.0,0.0,0.0
3B8D_w0194,3B8D,194,1973.0,1983.0,1973.0,1983.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0194.npy,acc_chest/3B8D_w0194.npy,ppg_wrist/3B8D_w0194.npy,0.416,15.486,False,0.0,0.0,0.0
3B8D_w0195,3B8D,195,1983.0,1993.0,1983.0,1993.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0195.npy,acc_chest/3B8D_w0195.npy,ppg_wrist/3B8D_w0195.npy,2.233,16.975,False,0.0,0.0,0.0
3B8D_w0196,3B8D,196,1993.0,2003.0,1993.0,2003.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0196.npy,acc_chest/3B8D_w0196.npy,ppg_wrist/3B8D_w0196.npy,4.12,9.778,False,0.0,0.0,0.0
3B8D_w0197,3B8D,197,2003.0,2013.0,2003.0,2013.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0197.npy,acc_chest/3B8D_w0197.npy,ppg_wrist/3B8D_w0197.npy,4.914,11.044,False,0.0,0.0,0.0
3B8D_w0198,3B8D,198,2013.0,2023.0,2013.0,2023.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0198.npy,acc_chest/3B8D_w0198.npy,ppg_wrist/3B8D_w0198.npy,4.901,11.77,False,0.0,0.0,0.0
3B8D_w0199,3B8D,199,2023.0,2033.0,2023.0,2033.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0199.npy,acc_chest/3B8D_w0199.npy,ppg_wrist/3B8D_w0199.npy,4.534,10.784,False,0.0,0.0,0.0
3B8D_w0200,3B8D,200,2033.0,2043.0,2033.0,2043.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0200.npy,acc_chest/3B8D_w0200.npy,ppg_wrist/3B8D_w0200.npy,4.786,10.797,False,0.0,0.0,0.0
3B8D_w0201,3B8D,201,2043.0,2053.0,2043.0,2053.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0201.npy,acc_chest/3B8D_w0201.npy,ppg_wrist/3B8D_w0201.npy,4.777,10.876,False,0.0,0.0,0.0
3B8D_w0202,3B8D,202,2053.0,2063.0,2053.0,2063.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0202.npy,acc_chest/3B8D_w0202.npy,ppg_wrist/3B8D_w0202.npy,5.187,12.06,False,0.0,0.0,0.0
3B8D_w0203,3B8D,203,2063.0,2073.0,2063.0,2073.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0203.npy,acc_chest/3B8D_w0203.npy,ppg_wrist/3B8D_w0203.npy,4.837,11.143,False,0.0,0.0,0.0
3B8D_w0204,3B8D,204,2073.0,2083.0,2073.0,2083.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0204.npy,acc_chest/3B8D_w0204.npy,ppg_wrist/3B8D_w0204.npy,4.969,11.781,False,0.0,0.0,0.0
3B8D_w0205,3B8D,205,2083.0,2093.0,2083.0,2093.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0205.npy,acc_chest/3B8D_w0205.npy,ppg_wrist/3B8D_w0205.npy,4.989,11.463,False,0.0,0.0,0.0
3B8D_w0206,3B8D,206,2093.0,2103.0,2093.0,2103.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0206.npy,acc_chest/3B8D_w0206.npy,ppg_wrist/3B8D_w0206.npy,4.777,10.662,False,0.0,0.0,0.0
3B8D_w0207,3B8D,207,2103.0,2113.0,2103.0,2113.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0207.npy,acc_chest/3B8D_w0207.npy,ppg_wrist/3B8D_w0207.npy,4.874,11.048,False,0.0,0.0,0.0
3B8D_w0208,3B8D,208,2113.0,2123.0,2113.0,2123.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0208.npy,acc_chest/3B8D_w0208.npy,ppg_wrist/3B8D_w0208.npy,4.849,11.018,False,0.0,0.0,0.0
3B8D_w0209,3B8D,209,2123.0,2133.0,2123.0,2133.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0209.npy,acc_chest/3B8D_w0209.npy,ppg_wrist/3B8D_w0209.npy,4.813,10.721,False,0.0,0.0,0.0
3B8D_w0210,3B8D,210,2133.0,2143.0,2133.0,2143.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0210.npy,acc_chest/3B8D_w0210.npy,ppg_wrist/3B8D_w0210.npy,4.675,10.46,False,0.0,0.0,0.0
3B8D_w0211,3B8D,211,2143.0,2153.0,2143.0,2153.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0211.npy,acc_chest/3B8D_w0211.npy,ppg_wrist/3B8D_w0211.npy,4.855,10.988,False,0.0,0.0,0.0
3B8D_w0212,3B8D,212,2153.0,2163.0,2153.0,2163.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0212.npy,acc_chest/3B8D_w0212.npy,ppg_wrist/3B8D_w0212.npy,4.739,10.582,False,0.0,0.0,0.0
3B8D_w0213,3B8D,213,2163.0,2173.0,2163.0,2173.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0213.npy,acc_chest/3B8D_w0213.npy,ppg_wrist/3B8D_w0213.npy,4.773,10.532,False,0.0,0.0,0.0
3B8D_w0214,3B8D,214,2173.0,2183.0,2173.0,2183.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0214.npy,acc_chest/3B8D_w0214.npy,ppg_wrist/3B8D_w0214.npy,5.011,10.956,False,0.0,0.0,0.0
3B8D_w0215,3B8D,215,2183.0,2193.0,2183.0,2193.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0215.npy,acc_chest/3B8D_w0215.npy,ppg_wrist/3B8D_w0215.npy,4.868,11.073,False,0.0,0.0,0.0
3B8D_w0216,3B8D,216,2193.0,2203.0,2193.0,2203.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0216.npy,acc_chest/3B8D_w0216.npy,ppg_wrist/3B8D_w0216.npy,4.886,10.871,False,0.0,0.0,0.0
3B8D_w0217,3B8D,217,2203.0,2213.0,2203.0,2213.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0217.npy,acc_chest/3B8D_w0217.npy,ppg_wrist/3B8D_w0217.npy,4.993,11.396,False,0.0,0.0,0.0
3B8D_w0218,3B8D,218,2213.0,2223.0,2213.0,2223.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0218.npy,acc_chest/3B8D_w0218.npy,ppg_wrist/3B8D_w0218.npy,4.929,11.396,False,0.0,0.0,0.0
3B8D_w0219,3B8D,219,2223.0,2233.0,2223.0,2233.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0219.npy,acc_chest/3B8D_w0219.npy,ppg_wrist/3B8D_w0219.npy,4.784,11.325,False,0.0,0.0,0.0
3B8D_w0220,3B8D,220,2233.0,2243.0,2233.0,2243.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0220.npy,acc_chest/3B8D_w0220.npy,ppg_wrist/3B8D_w0220.npy,5.013,11.166,False,0.0,0.0,0.0
3B8D_w0221,3B8D,221,2243.0,2253.0,2243.0,2253.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0221.npy,acc_chest/3B8D_w0221.npy,ppg_wrist/3B8D_w0221.npy,4.977,11.254,False,0.0,0.0,0.0
3B8D_w0222,3B8D,222,2253.0,2263.0,2253.0,2263.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0222.npy,acc_chest/3B8D_w0222.npy,ppg_wrist/3B8D_w0222.npy,4.851,11.153,False,0.0,0.0,0.0
3B8D_w0223,3B8D,223,2263.0,2273.0,2263.0,2273.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0223.npy,acc_chest/3B8D_w0223.npy,ppg_wrist/3B8D_w0223.npy,4.59,10.247,False,0.0,0.0,0.0
3B8D_w0224,3B8D,224,2273.0,2283.0,2273.0,2283.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0224.npy,acc_chest/3B8D_w0224.npy,ppg_wrist/3B8D_w0224.npy,4.905,10.81,False,0.0,0.0,0.0
3B8D_w0225,3B8D,225,2283.0,2293.0,2283.0,2293.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0225.npy,acc_chest/3B8D_w0225.npy,ppg_wrist/3B8D_w0225.npy,4.953,11.003,False,0.0,0.0,0.0
3B8D_w0226,3B8D,226,2293.0,2303.0,2293.0,2303.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0226.npy,acc_chest/3B8D_w0226.npy,ppg_wrist/3B8D_w0226.npy,4.847,10.677,False,0.0,0.0,0.0
3B8D_w0227,3B8D,227,2303.0,2313.0,2303.0,2313.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0227.npy,acc_chest/3B8D_w0227.npy,ppg_wrist/3B8D_w0227.npy,5.057,11.346,False,0.0,0.0,0.0
3B8D_w0228,3B8D,228,2313.0,2323.0,2313.0,2323.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0228.npy,acc_chest/3B8D_w0228.npy,ppg_wrist/3B8D_w0228.npy,5.184,11.712,False,0.0,0.0,0.0
3B8D_w0229,3B8D,229,2323.0,2333.0,2323.0,2333.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0229.npy,acc_chest/3B8D_w0229.npy,ppg_wrist/3B8D_w0229.npy,5.054,11.184,False,0.0,0.0,0.0
3B8D_w0230,3B8D,230,2333.0,2343.0,2333.0,2343.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0230.npy,acc_chest/3B8D_w0230.npy,ppg_wrist/3B8D_w0230.npy,5.164,11.558,False,0.0,0.0,0.0
3B8D_w0231,3B8D,231,2343.0,2353.0,2343.0,2353.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0231.npy,acc_chest/3B8D_w0231.npy,ppg_wrist/3B8D_w0231.npy,5.009,10.998,False,0.0,0.0,0.0
3B8D_w0232,3B8D,232,2353.0,2363.0,2353.0,2363.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0232.npy,acc_chest/3B8D_w0232.npy,ppg_wrist/3B8D_w0232.npy,4.875,10.842,False,0.0,0.0,0.0
3B8D_w0233,3B8D,233,2363.0,2373.0,2363.0,2373.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0233.npy,acc_chest/3B8D_w0233.npy,ppg_wrist/3B8D_w0233.npy,4.972,11.189,False,0.0,0.0,0.0
3B8D_w0234,3B8D,234,2373.0,2383.0,2373.0,2383.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0234.npy,acc_chest/3B8D_w0234.npy,ppg_wrist/3B8D_w0234.npy,5.045,12.179,False,0.0,0.0,0.0
3B8D_w0235,3B8D,235,2383.0,2393.0,2383.0,2393.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0235.npy,acc_chest/3B8D_w0235.npy,ppg_wrist/3B8D_w0235.npy,5.113,11.981,False,0.0,0.0,0.0
3B8D_w0236,3B8D,236,2393.0,2403.0,2393.0,2403.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0236.npy,acc_chest/3B8D_w0236.npy,ppg_wrist/3B8D_w0236.npy,5.228,11.779,False,0.0,0.0,0.0
3B8D_w0237,3B8D,237,2403.0,2413.0,2403.0,2413.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0237.npy,acc_chest/3B8D_w0237.npy,ppg_wrist/3B8D_w0237.npy,5.029,11.431,False,0.0,0.0,0.0
3B8D_w0238,3B8D,238,2413.0,2423.0,2413.0,2423.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0238.npy,acc_chest/3B8D_w0238.npy,ppg_wrist/3B8D_w0238.npy,5.194,11.64,False,0.0,0.0,0.0
3B8D_w0239,3B8D,239,2423.0,2433.0,2423.0,2433.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0239.npy,acc_chest/3B8D_w0239.npy,ppg_wrist/3B8D_w0239.npy,5.113,11.341,False,0.0,0.0,0.0
3B8D_w0240,3B8D,240,2433.0,2443.0,2433.0,2443.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0240.npy,acc_chest/3B8D_w0240.npy,ppg_wrist/3B8D_w0240.npy,5.106,11.527,False,0.0,0.0,0.0
3B8D_w0241,3B8D,241,2443.0,2453.0,2443.0,2453.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0241.npy,acc_chest/3B8D_w0241.npy,ppg_wrist/3B8D_w0241.npy,5.023,11.592,False,0.0,0.0,0.0
3B8D_w0242,3B8D,242,2453.0,2463.0,2453.0,2463.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0242.npy,acc_chest/3B8D_w0242.npy,ppg_wrist/3B8D_w0242.npy,5.032,10.978,False,0.0,0.0,0.0
3B8D_w0243,3B8D,243,2463.0,2473.0,2463.0,2473.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0243.npy,acc_chest/3B8D_w0243.npy,ppg_wrist/3B8D_w0243.npy,5.247,11.591,False,0.0,0.0,0.0
3B8D_w0244,3B8D,244,2473.0,2483.0,2473.0,2483.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0244.npy,acc_chest/3B8D_w0244.npy,ppg_wrist/3B8D_w0244.npy,5.106,11.281,False,0.0,0.0,0.0
3B8D_w0245,3B8D,245,2483.0,2493.0,2483.0,2493.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0245.npy,acc_chest/3B8D_w0245.npy,ppg_wrist/3B8D_w0245.npy,5.05,10.942,False,0.0,0.0,0.0
3B8D_w0246,3B8D,246,2493.0,2503.0,2493.0,2503.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0246.npy,acc_chest/3B8D_w0246.npy,ppg_wrist/3B8D_w0246.npy,5.078,11.111,False,0.0,0.0,0.0
3B8D_w0247,3B8D,247,2503.0,2513.0,2503.0,2513.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0247.npy,acc_chest/3B8D_w0247.npy,ppg_wrist/3B8D_w0247.npy,5.116,11.326,False,0.0,0.0,0.0
3B8D_w0248,3B8D,248,2513.0,2523.0,2513.0,2523.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0248.npy,acc_chest/3B8D_w0248.npy,ppg_wrist/3B8D_w0248.npy,5.168,11.243,False,0.0,0.0,0.0
3B8D_w0249,3B8D,249,2523.0,2533.0,2523.0,2533.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0249.npy,acc_chest/3B8D_w0249.npy,ppg_wrist/3B8D_w0249.npy,5.179,11.593,False,0.0,0.0,0.0
3B8D_w0250,3B8D,250,2533.0,2543.0,2533.0,2543.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0250.npy,acc_chest/3B8D_w0250.npy,ppg_wrist/3B8D_w0250.npy,5.321,12.063,False,0.0,0.0,0.0
3B8D_w0251,3B8D,251,2543.0,2553.0,2543.0,2553.0,run,chest+empatica,chest+empatica+forearm,gel,ecg/3B8D_w0251.npy,acc_chest/3B8D_w0251.npy,ppg_wrist/3B8D_w0251.npy,5.526,12.215,False,0.0,0.0,0.0
